Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),TOTAL CONSUMPTION (tons)
153,2016,10,Rajasthan,Jalore,33866,83.03,5722,14.03,1198,2.94,40786
153,2017,10,Rajasthan,Jalore,29682,79.45,6176,16.53,1501,4.02,37358
154,1988,10,Rajasthan,Jhalawar,4271,60.47,2692,38.11,100,1.42,7063
154,1999,10,Rajasthan,Jhalawar,22774,60.09,14998,39.57,129,0.34,37901
154,2000,10,Rajasthan,Jhalawar,16226,61.7,9992,37.99,81,0.31,26299
154,2001,10,Rajasthan,Jhalawar,24702,68.01,11444,31.51,173,0.48,36319
154,2002,10,Rajasthan,Jhalawar,12716,67.34,5972,31.62,196,1.04,18884
154,2003,10,Rajasthan,Jhalawar,18363,65.63,9360,33.45,258,0.92,27981
154,2004,10,Rajasthan,Jhalawar,18122,61,11249,37.87,336,1.13,29707
154,2005,10,Rajasthan,Jhalawar,17830,63.88,9736,34.88,345,1.24,27911
154,2006,10,Rajasthan,Jhalawar,26070,60.53,16735,38.85,266,0.62,43071
154,2007,10,Rajasthan,Jhalawar,23317,62.09,13384,35.64,853,2.27,37554
154,2008,10,Rajasthan,Jhalawar,22310,57.24,16258,41.72,405,1.04,38973
154,2009,10,Rajasthan,Jhalawar,24897,64.11,13014,33.51,926,2.38,38837
154,2010,10,Rajasthan,Jhalawar,25148,56,18168,40.45,1595,3.55,44911
154,2011,10,Rajasthan,Jhalawar,30988,57.31,22332,41.3,751,1.39,54071
154,2012,10,Rajasthan,Jhalawar,32393,63.53,18134,35.57,461,0.9,50988
154,2013,10,Rajasthan,Jhalawar,34011,71.64,13414,28.25,53,0.11,47478
154,2014,10,Rajasthan,Jhalawar,35122,69.82,14802,29.43,378,0.75,50302
154,2015,10,Rajasthan,Jhalawar,39396,62.94,22877,36.55,322,0.51,62595
154,2016,10,Rajasthan,Jhalawar,37941,71.81,14287,27.04,607,1.15,52835
154,2017,10,Rajasthan,Jhalawar,30476,67.87,14084,31.36,346,0.77,44906
155,1988,10,Rajasthan,Jhunjhunu,3095,87.88,409,11.61,18,0.51,3522
155,1999,10,Rajasthan,Jhunjhunu,7539,76.99,2253,23.01,0,0,9792
155,2000,10,Rajasthan,Jhunjhunu,7559,82.38,1617,17.62,0,0,9176
155,2001,10,Rajasthan,Jhunjhunu,7534,81.18,1747,18.82,0,0,9281
155,2002,10,Rajasthan,Jhunjhunu,5969,85.25,1033,14.75,0,0,7002
155,2003,10,Rajasthan,Jhunjhunu,9804,82.35,2102,17.65,0,0,11906
155,2004,10,Rajasthan,Jhunjhunu,8922,79.8,2082,18.62,177,1.58,11181
155,2005,10,Rajasthan,Jhunjhunu,9758,76.06,2896,22.57,176,1.37,12830
155,2006,10,Rajasthan,Jhunjhunu,10071,82.79,2016,16.57,78,0.64,12165
155,2007,10,Rajasthan,Jhunjhunu,10241,78.94,2698,20.8,34,0.26,12973
155,2008,10,Rajasthan,Jhunjhunu,11183,76.2,3414,23.26,79,0.54,14676
155,2009,10,Rajasthan,Jhunjhunu,10789,75.07,3487,24.26,96,0.67,14372
155,2010,10,Rajasthan,Jhunjhunu,12583,73.09,4464,25.93,168,0.98,17215
155,2011,10,Rajasthan,Jhunjhunu,12397,76.27,3702,22.77,156,0.96,16255
155,2012,10,Rajasthan,Jhunjhunu,13326,80.25,3103,18.69,176,1.06,16605
155,2013,10,Rajasthan,Jhunjhunu,13019,82.67,2711,17.21,18,0.11,15748
155,2014,10,Rajasthan,Jhunjhunu,12413,85.07,2114,14.49,64,0.44,14592
155,2015,10,Rajasthan,Jhunjhunu,19279,87.85,2593,11.82,74,0.34,21946
155,2016,10,Rajasthan,Jhunjhunu,14175,85.56,2365,14.27,28,0.17,16568
155,2017,10,Rajasthan,Jhunjhunu,12768,78.09,3509,21.46,73,0.45,16350
156,1988,10,Rajasthan,Jodhpur,2727,56.12,1578,32.48,554,11.4,4859
156,1999,10,Rajasthan,Jodhpur,14369,58.58,9453,38.54,705,2.87,24527
156,2000,10,Rajasthan,Jodhpur,11454,63,5987,32.93,739,4.06,18180
156,2001,10,Rajasthan,Jodhpur,12710,64.63,6165,31.35,792,4.03,19667
156,2002,10,Rajasthan,Jodhpur,10916,63.62,5338,31.11,904,5.27,17158
156,2003,10,Rajasthan,Jodhpur,13827,62.45,7317,33.05,997,4.5,22141
156,2004,10,Rajasthan,Jodhpur,14567,64.22,6823,30.08,1292,5.7,22682
156,2005,10,Rajasthan,Jodhpur,15434,60.49,8826,34.59,1254,4.91,25514
156,2006,10,Rajasthan,Jodhpur,17172,64.93,8459,31.98,817,3.09,26448
156,2007,10,Rajasthan,Jodhpur,19386,62.39,10544,33.94,1141,3.67,31071
156,2008,10,Rajasthan,Jodhpur,21284,57.65,13040,35.32,2595,7.03,36919
156,2009,10,Rajasthan,Jodhpur,20502,60.12,12294,36.05,1304,3.82,34100
156,2010,10,Rajasthan,Jodhpur,28440,59.69,16827,35.32,2378,4.99,47645
156,2011,10,Rajasthan,Jodhpur,29753,60.52,18529,37.69,882,1.79,49164
156,2012,10,Rajasthan,Jodhpur,29183,67.87,12698,29.53,1120,2.6,43001
156,2013,10,Rajasthan,Jodhpur,30037,67.87,13996,31.62,226,0.51,44259
156,2014,10,Rajasthan,Jodhpur,31372,68,14013,30.38,748,1.62,46133
156,2015,10,Rajasthan,Jodhpur,36755,66.62,17841,32.34,571,1.04,55167
156,2016,10,Rajasthan,Jodhpur,35148,66.46,16574,31.34,1164,2.2,52886
156,2017,10,Rajasthan,Jodhpur,35672,65.44,17058,31.29,1783,3.27,54514
157,1988,10,Rajasthan,Kota,14575,55.77,11074,42.37,486,1.86,26135
157,1999,10,Rajasthan,Kota,75059,65.58,38602,33.73,794,0.69,114455
157,2000,10,Rajasthan,Kota,60681,68.7,26943,30.5,703,0.8,88327
157,2001,10,Rajasthan,Kota,72262,69.22,31122,29.81,1014,0.97,104398
157,2002,10,Rajasthan,Kota,31452,67.04,14659,31.24,806,1.72,46917
157,2003,10,Rajasthan,Kota,64869,66.35,31083,31.79,1813,1.85,97765
157,2004,10,Rajasthan,Kota,67079,67.41,29998,30.14,2439,2.45,99516
157,2005,10,Rajasthan,Kota,70893,65.13,35324,32.45,2630,2.42,108847
157,2006,10,Rajasthan,Kota,74473,66.89,35295,31.7,1571,1.41,111339
157,2007,10,Rajasthan,Kota,73397,66.98,32754,29.89,3430,3.13,109581
157,2008,10,Rajasthan,Kota,81080,64.72,42619,34.02,1572,1.25,125271
157,2009,10,Rajasthan,Kota,81694,65.09,40085,31.94,3728,2.97,125507
157,2010,10,Rajasthan,Kota,80561,62.07,46496,35.83,2728,2.1,129785
157,2011,10,Rajasthan,Kota,92161,63.01,51603,35.28,2491,1.7,146255
157,2012,10,Rajasthan,Kota,94833,66.27,46554,32.53,1718,1.2,143105
157,2013,10,Rajasthan,Kota,95158,72.69,35347,27,401,0.31,130906
157,2014,10,Rajasthan,Kota,96171,67.79,44631,31.46,1063,0.75,141865
157,2015,10,Rajasthan,Kota,110727,62.77,64177,36.38,1493,0.85,176397
157,2016,10,Rajasthan,Kota,97659,68.89,42531,30,1566,1.1,141755
157,2017,10,Rajasthan,Kota,82586,68.38,36328,30.08,1863,1.54,120776
158,1988,10,Rajasthan,Nagaur,3692,63.31,2100,36.01,40,0.69,5832
158,1999,10,Rajasthan,Nagaur,16301,60.04,10719,39.48,132,0.49,27152
158,2000,10,Rajasthan,Nagaur,15102,63.93,8403,35.57,116,0.49,23621
158,2001,10,Rajasthan,Nagaur,16340,66.81,7937,32.45,179,0.73,24456
158,2002,10,Rajasthan,Nagaur,11707,60.88,7353,38.24,169,0.88,19229
158,2003,10,Rajasthan,Nagaur,17794,66.72,8442,31.66,432,1.62,26668
158,2004,10,Rajasthan,Nagaur,17250,66.01,7956,30.44,927,3.55,26133
158,2005,10,Rajasthan,Nagaur,17217,61.43,9993,35.65,819,2.92,28029
158,2006,10,Rajasthan,Nagaur,17385,66.65,8249,31.62,450,1.73,26084
158,2007,10,Rajasthan,Nagaur,18150,64.72,9435,33.64,460,1.64,28045
158,2008,10,Rajasthan,Nagaur,18268,61.26,11002,36.9,549,1.84,29819
158,2009,10,Rajasthan,Nagaur,19701,57.33,13603,39.59,1058,3.08,34362
158,2010,10,Rajasthan,Nagaur,24323,59.16,15521,37.75,1269,3.09,41113
158,2011,10,Rajasthan,Nagaur,27092,59.19,17268,37.72,1415,3.09,45775
158,2012,10,Rajasthan,Nagaur,27708,66.6,12911,31.03,985,2.37,41604
158,2013,10,Rajasthan,Nagaur,23448,65.65,12029,33.68,237,0.66,35714
158,2014,10,Rajasthan,Nagaur,30203,65.6,14925,32.42,913,1.98,46041
158,2015,10,Rajasthan,Nagaur,36950,64.63,19690,34.44,529,0.93,57169
158,2016,10,Rajasthan,Nagaur,26678,63.3,14592,34.62,873,2.07,42143
158,2017,10,Rajasthan,Nagaur,24470,62.11,13532,34.35,1394,3.54,39396
159,1988,10,Rajasthan,Pali,4429,75.94,1358,23.29,45,0.77,5832
159,1999,10,Rajasthan,Pali,11130,60.01,7346,39.61,70,0.38,18546
159,2000,10,Rajasthan,Pali,7241,74.6,2408,24.81,58,0.6,9707
159,2001,10,Rajasthan,Pali,11853,68.21,5445,31.34,78,0.45,17376
159,2002,10,Rajasthan,Pali,5642,70.29,2337,29.11,48,0.6,8027
159,2003,10,Rajasthan,Pali,8996,64.81,4727,34.06,157,1.13,13880
159,2004,10,Rajasthan,Pali,6049,68.47,2660,30.11,125,1.41,8834
159,2005,10,Rajasthan,Pali,7121,66.37,3360,31.31,249,2.32,10730
159,2006,10,Rajasthan,Pali,13615,66.18,6785,32.98,174,0.85,20574
159,2007,10,Rajasthan,Pali,14386,64.61,7530,33.82,350,1.57,22266
159,2008,10,Rajasthan,Pali,8311,57.42,5130,35.44,1034,7.14,14475
159,2009,10,Rajasthan,Pali,5905,53.75,3703,33.7,1379,12.55,10987
159,2010,10,Rajasthan,Pali,12887,60.09,7956,37.1,603,2.81,21446
159,2011,10,Rajasthan,Pali,12204,66.08,5876,31.82,389,2.11,18469
159,2012,10,Rajasthan,Pali,14573,62.86,8183,35.3,426,1.84,23182
159,2013,10,Rajasthan,Pali,10631,71.54,4074,27.42,155,1.04,14860
159,2014,10,Rajasthan,Pali,11509,65.66,5797,33.07,223,1.27,17529
159,2015,10,Rajasthan,Pali,16017,64.94,8373,33.95,276,1.12,24666
159,2016,10,Rajasthan,Pali,18984,66.14,9457,32.95,262,0.91,28703
159,2017,10,Rajasthan,Pali,13748,53.98,11119,43.65,604,2.37,25471
160,1988,10,Rajasthan,Swami Madhopur,13031,75.49,4213,24.41,17,0.1,17261
160,1999,10,Rajasthan,Swami Madhopur,32261,65.41,16960,34.39,99,0.2,49320
160,2000,10,Rajasthan,Swami Madhopur,28064,76.72,8419,23.01,99,0.27,36582
160,2001,10,Rajasthan,Swami Madhopur,31690,76.49,9638,23.26,103,0.25,41431
160,2002,10,Rajasthan,Swami Madhopur,21215,75.19,6911,24.49,89,0.32,28215
160,2003,10,Rajasthan,Swami Madhopur,32975,75.13,10742,24.48,171,0.39,43888
160,2004,10,Rajasthan,Swami Madhopur,30792,73.51,10789,25.76,307,0.73,41888
160,2005,10,Rajasthan,Swami Madhopur,33578,71.03,12758,26.99,934,1.98,47270
160,2006,10,Rajasthan,Swami Madhopur,30026,71.41,11889,28.28,132,0.31,42047
160,2007,10,Rajasthan,Swami Madhopur,33140,72.86,11694,25.71,653,1.44,45487
160,2008,10,Rajasthan,Swami Madhopur,37276,69.02,16333,30.24,395,0.73,54004
160,2009,10,Rajasthan,Swami Madhopur,37935,70.01,15925,29.39,325,0.6,54185
160,2010,10,Rajasthan,Swami Madhopur,42956,68.21,19178,30.45,839,1.33,62973
160,2011,10,Rajasthan,Swami Madhopur,47305,69.91,19707,29.12,656,0.97,67668
160,2012,10,Rajasthan,Swami Madhopur,49159,71.31,19508,28.3,272,0.39,68939
160,2013,10,Rajasthan,Swami Madhopur,50840,77.09,15112,22.91,1,0,65953
160,2014,10,Rajasthan,Swami Madhopur,50050,72.39,18675,27.01,415,0.6,69140
160,2015,10,Rajasthan,Swami Madhopur,76100,77.51,21734,22.14,342,0.35,98175
160,2016,10,Rajasthan,Swami Madhopur,75388,80.55,17931,19.16,277,0.3,93596
160,2017,10,Rajasthan,Swami Madhopur,39972,75.57,12592,23.81,332,0.63,52896
161,1988,10,Rajasthan,Sikar,2824,81.71,570,16.49,62,1.79,3456
161,1999,10,Rajasthan,Sikar,8130,70.4,3350,29.01,68,0.59,11548
161,2000,10,Rajasthan,Sikar,7955,69.13,3481,30.25,72,0.63,11508
161,2001,10,Rajasthan,Sikar,8359,70.15,3449,28.94,108,0.91,11916
161,2002,10,Rajasthan,Sikar,8115,71.28,3142,27.6,128,1.12,11385
161,2003,10,Rajasthan,Sikar,12067,73.27,4216,25.6,186,1.13,16469
161,2004,10,Rajasthan,Sikar,10535,72.12,3766,25.78,306,2.09,14607
161,2005,10,Rajasthan,Sikar,12921,66.3,6156,31.59,413,2.12,19490
161,2006,10,Rajasthan,Sikar,13260,72.05,4811,26.14,334,1.81,18405
161,2007,10,Rajasthan,Sikar,11889,70.08,4831,28.47,246,1.45,16966
161,2008,10,Rajasthan,Sikar,14089,65.94,6965,32.6,312,1.46,21366
161,2009,10,Rajasthan,Sikar,13144,64.49,6748,33.11,491,2.41,20382
161,2010,10,Rajasthan,Sikar,19070,67.04,8648,30.4,726,2.55,28444
161,2011,10,Rajasthan,Sikar,18730,68.76,8022,29.45,488,1.79,27240
161,2012,10,Rajasthan,Sikar,16777,75.02,5242,23.44,344,1.54,22363
161,2013,10,Rajasthan,Sikar,16975,79.34,4366,20.41,53,0.25,21394
161,2014,10,Rajasthan,Sikar,17657,77.51,4875,21.4,249,1.09,22780
161,2015,10,Rajasthan,Sikar,19495,75.17,6124,23.61,317,1.22,25935
161,2016,10,Rajasthan,Sikar,16520,76.28,4956,22.88,181,0.84,21658
161,2017,10,Rajasthan,Sikar,15594,73.82,5243,24.82,286,1.35,21123
162,1988,10,Rajasthan,Sirohi,1730,80.06,426,19.71,5,0.23,2161
162,1999,10,Rajasthan,Sirohi,4870,73.2,1779,26.74,4,0.06,6653
162,2000,10,Rajasthan,Sirohi,5200,85.77,860,14.18,3,0.05,6063
162,2001,10,Rajasthan,Sirohi,5930,81.52,1340,18.42,4,0.05,7274
162,2002,10,Rajasthan,Sirohi,4238,83.23,848,16.65,6,0.12,5092
162,2003,10,Rajasthan,Sirohi,8145,83.34,1575,16.12,53,0.54,9773
162,2004,10,Rajasthan,Sirohi,5681,84.53,992,14.76,48,0.71,6721
162,2005,10,Rajasthan,Sirohi,8234,85.81,1229,12.81,133,1.39,9596
162,2006,10,Rajasthan,Sirohi,11666,80.47,2713,18.71,119,0.82,14498
162,2007,10,Rajasthan,Sirohi,11417,76.11,3462,23.08,121,0.81,15000
162,2008,10,Rajasthan,Sirohi,9709,73.5,3280,24.83,221,1.67,13210
162,2009,10,Rajasthan,Sirohi,7531,78.14,2001,20.76,107,1.11,9638
162,2010,10,Rajasthan,Sirohi,13840,76.9,4082,22.68,76,0.42,17998
162,2011,10,Rajasthan,Sirohi,15008,80.08,3646,19.45,87,0.46,18741
162,2012,10,Rajasthan,Sirohi,13457,73.92,4276,23.49,473,2.6,18206
162,2013,10,Rajasthan,Sirohi,14159,85.47,2139,12.91,268,1.62,16566
162,2014,10,Rajasthan,Sirohi,12931,78.67,3038,18.48,470,2.86,16438
162,2015,10,Rajasthan,Sirohi,14491,76.21,4141,21.78,384,2.02,19015
162,2016,10,Rajasthan,Sirohi,15947,78.07,3868,18.94,611,2.99,20426
162,2017,10,Rajasthan,Sirohi,14531,75.52,4303,22.36,406,2.11,19240
163,1988,10,Rajasthan,Tonk,3016,53.06,2639,46.43,29,0.51,5684
163,1999,10,Rajasthan,Tonk,14745,62.32,8795,37.17,120,0.51,23660
163,2000,10,Rajasthan,Tonk,11801,68.51,5301,30.77,124,0.72,17226
163,2001,10,Rajasthan,Tonk,14230,68.98,6318,30.63,80,0.39,20628
163,2002,10,Rajasthan,Tonk,7159,73.04,2583,26.35,59,0.6,9801
163,2003,10,Rajasthan,Tonk,13259,68.29,5955,30.67,202,1.04,19416
163,2004,10,Rajasthan,Tonk,18344,72.09,6600,25.94,503,1.98,25447
163,2005,10,Rajasthan,Tonk,19879,67.49,9039,30.69,538,1.83,29456
163,2006,10,Rajasthan,Tonk,20376,66.89,9740,31.97,346,1.14,30462
163,2007,10,Rajasthan,Tonk,21256,68.68,9223,29.8,469,1.52,30948
163,2008,10,Rajasthan,Tonk,19980,64.69,10695,34.63,213,0.69,30888
163,2009,10,Rajasthan,Tonk,15892,61.33,9745,37.61,273,1.05,25911
163,2010,10,Rajasthan,Tonk,28990,64.93,14635,32.78,1024,2.29,44649
163,2011,10,Rajasthan,Tonk,31195,65.86,15806,33.37,365,0.77,47366
163,2012,10,Rajasthan,Tonk,33578,71.91,12623,27.03,492,1.05,46693
163,2013,10,Rajasthan,Tonk,35681,73.4,12856,26.45,77,0.16,48614
163,2014,10,Rajasthan,Tonk,28799,67.45,13494,31.61,402,0.94,42695
163,2015,10,Rajasthan,Tonk,27469,65.94,13812,33.16,374,0.9,41655
163,2016,10,Rajasthan,Tonk,31125,70.07,13112,29.52,182,0.41,44419
163,2017,10,Rajasthan,Tonk,22553,68.95,9945,30.41,209,0.64,32707
164,1988,10,Rajasthan,Udaipur,2463,70.07,1043,29.67,9,0.26,3515
164,1999,10,Rajasthan,Udaipur,11301,75.38,3634,24.24,57,0.38,14992
164,2000,10,Rajasthan,Udaipur,9242,82.53,1935,17.28,22,0.2,11199
164,2001,10,Rajasthan,Udaipur,15963,76.77,4781,22.99,49,0.24,20793
164,2002,10,Rajasthan,Udaipur,8721,79.28,2242,20.38,37,0.34,11000
164,2003,10,Rajasthan,Udaipur,13583,79.79,3359,19.73,81,0.48,17023
164,2004,10,Rajasthan,Udaipur,13824,80.93,3122,18.28,136,0.8,17082
164,2005,10,Rajasthan,Udaipur,17849,76.67,5064,21.75,368,1.58,23281
164,2006,10,Rajasthan,Udaipur,24509,79.62,5949,19.33,323,1.05,30781
164,2007,10,Rajasthan,Udaipur,26198,79.6,6329,19.23,385,1.17,32912
164,2008,10,Rajasthan,Udaipur,21858,70.97,8040,26.1,901,2.93,30798
164,2009,10,Rajasthan,Udaipur,24399,70.81,8787,25.5,1272,3.69,34459
164,2010,10,Rajasthan,Udaipur,36499,70.04,14758,28.32,852,1.63,52109
164,2011,10,Rajasthan,Udaipur,36686,71.71,13187,25.78,1288,2.52,51160
164,2012,10,Rajasthan,Udaipur,44699,74.74,13292,22.22,1819,3.04,59810
164,2013,10,Rajasthan,Udaipur,33868,76.12,10150,22.81,478,1.07,44495
164,2014,10,Rajasthan,Udaipur,43575,74.03,13759,23.38,1523,2.59,58857
164,2015,10,Rajasthan,Udaipur,43156,67.39,17105,26.71,3780,5.9,64042
164,2016,10,Rajasthan,Udaipur,43871,71.92,15212,24.94,1913,3.14,60998
164,2017,10,Rajasthan,Udaipur,34494,72.64,10333,21.76,2659,5.6,47486
165,1988,9,Punjab,Gurdaspur,65875,74.65,20821,23.59,1554,1.76,88250
165,1999,9,Punjab,Gurdaspur,67341,81.74,14183,17.22,857,1.04,82381
165,2000,9,Punjab,Gurdaspur,71189,88.35,7807,9.69,1578,1.96,80574
165,2001,9,Punjab,Gurdaspur,63616,83.12,11693,15.28,1227,1.6,76536
165,2002,9,Punjab,Gurdaspur,78237,88.61,8710,9.86,1345,1.52,88292
165,2003,9,Punjab,Gurdaspur,67508,79.13,16212,19,1593,1.87,85313
165,2004,9,Punjab,Gurdaspur,60332,78.45,14677,19.08,1899,2.47,76908
165,2005,9,Punjab,Gurdaspur,68797,75.89,19430,21.43,2429,2.68,90656
165,2006,9,Punjab,Gurdaspur,84410,78.63,21081,19.64,1862,1.73,107353
165,2007,9,Punjab,Gurdaspur,85615,79.52,20227,18.79,1826,1.7,107668
165,2008,9,Punjab,Gurdaspur,83516,79.45,18330,17.44,3271,3.11,105117
165,2009,9,Punjab,Gurdaspur,81130,73.49,24960,22.61,4299,3.89,110389
165,2010,9,Punjab,Gurdaspur,85369,75.6,23197,20.54,4360,3.86,112926
165,2011,9,Punjab,Gurdaspur,86686,76.28,24338,21.42,2621,2.31,113645
165,2012,9,Punjab,Gurdaspur,90232,77.36,25465,21.83,944,0.81,116641
165,2013,9,Punjab,Gurdaspur,82226,78.86,20972,20.11,1073,1.03,104271
165,2014,9,Punjab,Gurdaspur,86631,82.88,16168,15.47,1729,1.65,104529
165,2015,9,Punjab,Gurdaspur,93814,79.33,22743,19.23,1695,1.43,118252
165,2016,9,Punjab,Gurdaspur,91477,80.1,20389,17.85,2336,2.05,114201
165,2017,9,Punjab,Gurdaspur,87626,82.07,16847,15.78,2293,2.15,106766
166,1988,9,Punjab,Amritsar,93630,76.79,27059,22.19,1235,1.01,121924
166,1999,9,Punjab,Amritsar,116072,79.37,27958,19.12,2219,1.52,146249
166,2000,9,Punjab,Amritsar,110117,70.21,44845,28.59,1879,1.2,156841
166,2001,9,Punjab,Amritsar,112156,78.81,27590,19.39,2559,1.8,142305
166,2002,9,Punjab,Amritsar,120595,80.52,26762,17.87,2411,1.61,149768
166,2003,9,Punjab,Amritsar,101327,74.28,32353,23.72,2735,2,136415
166,2004,9,Punjab,Amritsar,117462,81.08,23799,16.43,3615,2.5,144876
166,2005,9,Punjab,Amritsar,122565,75.54,32205,19.85,7478,4.61,162248
166,2006,9,Punjab,Amritsar,145349,78.5,35476,19.16,4338,2.34,185163
166,2007,9,Punjab,Amritsar,148791,79.12,34769,18.49,4499,2.39,188059
166,2008,9,Punjab,Amritsar,127540,77.33,33553,20.34,3831,2.32,164924
166,2009,9,Punjab,Amritsar,128305,74.93,37171,21.71,5765,3.37,171241
166,2010,9,Punjab,Amritsar,134513,73.29,41982,22.87,7046,3.84,183541
166,2011,9,Punjab,Amritsar,142726,74.27,44237,23.02,5215,2.71,192178
166,2012,9,Punjab,Amritsar,148457,75.5,45723,23.25,2463,1.25,196643
166,2013,9,Punjab,Amritsar,136274,80.32,32115,18.93,1266,0.75,169655
166,2014,9,Punjab,Amritsar,140325,75.9,39651,21.45,4909,2.66,184885
166,2015,9,Punjab,Amritsar,151290,73.94,48915,23.91,4410,2.16,204615
166,2016,9,Punjab,Amritsar,145248,74.41,44237,22.66,5708,2.92,195192
166,2017,9,Punjab,Amritsar,137546,76.28,37153,20.6,5623,3.12,180322
167,1988,9,Punjab,Kapurthala,30618,67.86,13378,29.65,1121,2.48,45117
167,1999,9,Punjab,Kapurthala,34208,72.59,10809,22.94,2111,4.48,47128
167,2000,9,Punjab,Kapurthala,32825,73.66,9223,20.7,2513,5.64,44561
167,2001,9,Punjab,Kapurthala,35916,76.21,9220,19.56,1991,4.22,47127
167,2002,9,Punjab,Kapurthala,36074,56.81,25800,40.63,1630,2.57,63504
167,2003,9,Punjab,Kapurthala,44748,74.04,12980,21.48,2706,4.48,60434
167,2004,9,Punjab,Kapurthala,28538,68.85,11540,27.84,1372,3.31,41450
167,2005,9,Punjab,Kapurthala,37663,68.82,13650,24.94,3413,6.24,54726
167,2006,9,Punjab,Kapurthala,40674,73.41,12462,22.49,2269,4.1,55405
167,2007,9,Punjab,Kapurthala,41139,74.21,11943,21.54,2351,4.24,55433
167,2008,9,Punjab,Kapurthala,41170,71.63,13137,22.86,3167,5.51,57474
167,2009,9,Punjab,Kapurthala,46629,69.27,16670,24.76,4015,5.96,67314
167,2010,9,Punjab,Kapurthala,44868,68.33,16692,25.42,4102,6.25,65662
167,2011,9,Punjab,Kapurthala,45886,70.47,16224,24.92,3003,4.61,65113
167,2012,9,Punjab,Kapurthala,50860,72.81,17617,25.22,1379,1.97,69856
167,2013,9,Punjab,Kapurthala,44761,76.69,11432,19.59,2176,3.73,58369
167,2014,9,Punjab,Kapurthala,47438,80.22,10130,17.13,1569,2.65,59137
167,2015,9,Punjab,Kapurthala,49745,77.19,13006,20.18,1695,2.63,64446
167,2016,9,Punjab,Kapurthala,47219,79.08,10167,17.03,2324,3.89,59710
167,2017,9,Punjab,Kapurthala,43368,82.96,6625,12.67,2281,4.36,52275
168,1988,9,Punjab,Jalandhar,51817,65.05,22964,28.83,4876,6.12,79657
168,1999,9,Punjab,Jalandhar,67453,67.06,26502,26.35,6629,6.59,100584
168,2000,9,Punjab,Jalandhar,62376,72.62,19302,22.47,4215,4.91,85892
168,2001,9,Punjab,Jalandhar,69327,72.42,21137,22.08,5265,5.5,95729
168,2002,9,Punjab,Jalandhar,82756,73.54,25955,23.07,3821,3.4,112532
168,2003,9,Punjab,Jalandhar,89903,73.67,25277,20.71,6854,5.62,122034
168,2004,9,Punjab,Jalandhar,84282,73.78,21191,18.55,8762,7.67,114236
168,2005,9,Punjab,Jalandhar,87862,69.54,27853,22.05,10625,8.41,126339
168,2006,9,Punjab,Jalandhar,89963,73.54,28278,23.12,4088,3.34,122328
168,2007,9,Punjab,Jalandhar,91133,74.71,27076,22.2,3766,3.09,121975
168,2008,9,Punjab,Jalandhar,88366,67.67,32294,24.73,9915,7.59,130575
168,2009,9,Punjab,Jalandhar,93540,64.69,40080,27.72,10974,7.59,144593
168,2010,9,Punjab,Jalandhar,95934,65.68,38715,26.5,11420,7.82,146070
168,2011,9,Punjab,Jalandhar,97616,68.05,39380,27.45,6446,4.49,143441
168,2012,9,Punjab,Jalandhar,109643,73.46,36559,24.49,3062,2.05,149265
168,2013,9,Punjab,Jalandhar,89854,76.98,23661,20.27,3203,2.74,116718
168,2014,9,Punjab,Jalandhar,89944,70.25,34967,27.31,3126,2.44,128037
168,2015,9,Punjab,Jalandhar,95222,68.84,39683,28.69,3425,2.48,138329
168,2016,9,Punjab,Jalandhar,91016,69.81,34770,26.67,4586,3.52,130370
168,2017,9,Punjab,Jalandhar,84815,71.63,29066,24.55,4517,3.82,118400
169,1988,9,Punjab,Hoshiarpur,25477,68.41,9941,26.69,1823,4.9,37241
169,1999,9,Punjab,Hoshiarpur,42588,71.84,14329,24.17,2367,3.99,59284
169,2000,9,Punjab,Hoshiarpur,28807,72.76,8710,22,2074,5.24,39592
169,2001,9,Punjab,Hoshiarpur,38544,73.61,11836,22.6,1983,3.79,52363
169,2002,9,Punjab,Hoshiarpur,47188,79.18,10162,17.05,2248,3.77,59597
169,2003,9,Punjab,Hoshiarpur,65772,74.97,18772,21.4,3182,3.63,87726
169,2004,9,Punjab,Hoshiarpur,47447,74.31,13282,20.8,3125,4.89,63853
169,2005,9,Punjab,Hoshiarpur,60346,71.61,19118,22.69,4804,5.7,84269
169,2006,9,Punjab,Hoshiarpur,57468,73.84,17424,22.39,2932,3.77,77825
169,2007,9,Punjab,Hoshiarpur,58029,74.83,16821,21.69,2700,3.48,77549
169,2008,9,Punjab,Hoshiarpur,54656,71.49,17793,23.27,4009,5.24,76458
169,2009,9,Punjab,Hoshiarpur,56177,67.17,23081,27.6,4378,5.23,83637
169,2010,9,Punjab,Hoshiarpur,55463,65.26,23634,27.81,5890,6.93,84986
169,2011,9,Punjab,Hoshiarpur,57073,67.66,23136,27.43,4139,4.91,84348
169,2012,9,Punjab,Hoshiarpur,57751,70.14,22443,27.26,2149,2.61,82342
169,2013,9,Punjab,Hoshiarpur,66891,74.62,19763,22.05,2994,3.34,89648
169,2014,9,Punjab,Hoshiarpur,61695,67.65,26455,29.01,3053,3.35,91203
169,2015,9,Punjab,Hoshiarpur,64307,66.92,29317,30.51,2478,2.58,96103
