Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),TOTAL CONSUMPTION (tons)
93,1988,11,Tamil Nadu,The Nilgiris,5460,49.05,1517,13.63,4154,37.32,11131
93,1999,11,Tamil Nadu,The Nilgiris,7419,53.57,1472,10.63,4958,35.8,13849
93,2000,11,Tamil Nadu,The Nilgiris,5263,54.36,1550,16.01,2869,29.63,9682
93,2001,11,Tamil Nadu,The Nilgiris,6029,47.16,1741,13.62,5014,39.22,12784
93,2002,11,Tamil Nadu,The Nilgiris,5291,48.37,1681,15.37,3967,36.26,10939
93,2003,11,Tamil Nadu,The Nilgiris,4684,47.01,1450,14.55,3830,38.44,9964
93,2004,11,Tamil Nadu,The Nilgiris,3291,38.39,1121,13.08,4160,48.53,8572
93,2005,11,Tamil Nadu,The Nilgiris,3824,39.37,1346,13.86,4543,46.77,9713
93,2006,11,Tamil Nadu,The Nilgiris,3200,35.46,1540,17.07,4284,47.47,9024
93,2007,11,Tamil Nadu,The Nilgiris,3348,40.41,1390,16.78,3547,42.81,8285
93,2008,11,Tamil Nadu,The Nilgiris,3697,36.74,1827,18.16,4539,45.11,10063
93,2009,11,Tamil Nadu,The Nilgiris,4806,46.69,1194,11.6,4293,41.71,10293
93,2010,11,Tamil Nadu,The Nilgiris,4393,52.79,817,9.82,3111,37.39,8321
93,2011,11,Tamil Nadu,The Nilgiris,3841,47.47,1568,19.38,2682,33.15,8091
93,2012,11,Tamil Nadu,The Nilgiris,3078,52.56,547,9.34,2231,38.1,5856
93,2013,11,Tamil Nadu,The Nilgiris,3689,55.29,646,9.68,2337,35.03,6672
93,2014,11,Tamil Nadu,The Nilgiris,2859,52.11,435,7.93,2192,39.96,5486
93,2015,11,Tamil Nadu,The Nilgiris,2544,43.69,648,11.13,2631,45.18,5823
93,2016,11,Tamil Nadu,The Nilgiris,4465,57.83,751,9.73,2505,32.44,7721
93,2017,11,Tamil Nadu,The Nilgiris,4848,59.51,1399,17.17,1900,23.32,8147
94,1988,11,Tamil Nadu,Kanyakumari,5910,49.7,2600,21.86,3382,28.44,11892
94,1999,11,Tamil Nadu,Kanyakumari,7171,47.23,3352,22.08,4659,30.69,15182
94,2000,11,Tamil Nadu,Kanyakumari,6828,49.67,3197,23.26,3722,27.07,13747
94,2001,11,Tamil Nadu,Kanyakumari,6486,44.39,3922,26.84,4204,28.77,14612
94,2002,11,Tamil Nadu,Kanyakumari,5682,46.09,2791,22.64,3854,31.26,12327
94,2003,11,Tamil Nadu,Kanyakumari,4773,40.6,2763,23.5,4221,35.9,11757
94,2004,11,Tamil Nadu,Kanyakumari,5816,38.93,3056,20.46,6066,40.61,14938
94,2005,11,Tamil Nadu,Kanyakumari,6625,39.43,3541,21.08,6634,39.49,16800
94,2006,11,Tamil Nadu,Kanyakumari,5565,45.23,2831,23.01,3908,31.76,12304
94,2007,11,Tamil Nadu,Kanyakumari,3889,43.37,2041,22.76,3037,33.87,8967
94,2008,11,Tamil Nadu,Kanyakumari,5064,41.25,3306,26.93,3907,31.82,12277
94,2009,11,Tamil Nadu,Kanyakumari,6028,41.87,3298,22.91,5072,35.23,14398
94,2010,11,Tamil Nadu,Kanyakumari,7157,48.16,3473,23.37,4231,28.47,14861
94,2011,11,Tamil Nadu,Kanyakumari,8301,48.3,4766,27.73,4120,23.97,17187
94,2012,11,Tamil Nadu,Kanyakumari,5037,57.52,2134,24.37,1586,18.11,8757
94,2013,11,Tamil Nadu,Kanyakumari,6693,55.91,2873,24,2406,20.1,11972
94,2014,11,Tamil Nadu,Kanyakumari,7206,51.89,3415,24.59,3266,23.52,13887
94,2015,11,Tamil Nadu,Kanyakumari,8089,55.93,3581,24.76,2793,19.31,14463
94,2016,11,Tamil Nadu,Kanyakumari,8791,54.74,5240,32.63,2030,12.64,16061
94,2017,11,Tamil Nadu,Kanyakumari,9769,61.52,3667,23.09,2443,15.39,15879
95,1988,7,Maharashtra,Bombay,0,0,0,0,0,0,0
95,1999,7,Maharashtra,Bombay,0,0,0,0,0,0,0
95,2000,7,Maharashtra,Bombay,0,0,0,0,0,0,0
95,2001,7,Maharashtra,Bombay,0,0,0,0,0,0,0
95,2002,7,Maharashtra,Bombay,0,0,0,0,0,0,0
95,2003,7,Maharashtra,Bombay,0,0,0,0,0,0,0
95,2004,7,Maharashtra,Bombay,0,0,0,0,0,0,0
95,2005,7,Maharashtra,Bombay,0,0,0,0,0,0,0
95,2006,7,Maharashtra,Bombay,0,0,0,0,0,0,0
95,2007,7,Maharashtra,Bombay,0,0,0,0,0,0,0
95,2008,7,Maharashtra,Bombay,0,0,0,0,0,0,0
95,2011,7,Maharashtra,Bombay,31948,72.66,10504,23.89,1518,3.45,43970
96,1988,7,Maharashtra,Thane,9197,72.64,1852,14.63,1612,12.73,12661
96,1999,7,Maharashtra,Thane,15100,77.93,2430,12.54,1847,9.53,19377
96,2000,7,Maharashtra,Thane,13443,79.5,2075,12.27,1391,8.23,16909
96,2001,7,Maharashtra,Thane,13942,79.34,2153,12.25,1477,8.41,17572
96,2002,7,Maharashtra,Thane,13774,77.62,2190,12.34,1782,10.04,17746
96,2003,7,Maharashtra,Thane,14213,75.17,2684,14.2,2010,10.63,18907
96,2004,7,Maharashtra,Thane,14990,77.57,2270,11.75,2064,10.68,19324
96,2005,7,Maharashtra,Thane,16542,77.13,2555,11.91,2351,10.96,21448
96,2006,7,Maharashtra,Thane,18965,77.3,2951,12.03,2618,10.67,24534
96,2007,7,Maharashtra,Thane,20551,78.84,2658,10.2,2857,10.96,26066
96,2008,7,Maharashtra,Thane,18098,82.18,2059,9.35,1866,8.47,22023
96,2009,7,Maharashtra,Thane,17863,77.69,3346,14.55,1783,7.75,22992
96,2010,7,Maharashtra,Thane,15261,76.44,2769,13.87,1935,9.69,19965
96,2011,7,Maharashtra,Thane,15244,78.69,2468,12.74,1661,8.57,19373
96,2012,7,Maharashtra,Thane,16722,80.2,2218,10.64,1911,9.17,20851
96,2013,7,Maharashtra,Thane,17433,77.35,2994,13.28,2112,9.37,22539
96,2014,7,Maharashtra,Thane,18932,80.44,2487,10.57,2116,8.99,23535
96,2015,7,Maharashtra,Thane,18891,81.03,2580,11.07,1843,7.91,23314
96,2016,7,Maharashtra,Thane,16452,78.56,2564,12.24,1924,9.19,20941
96,2017,7,Maharashtra,Thane,16562,78.15,2610,12.32,2021,9.54,21193
97,1988,7,Maharashtra,Raigad,9573,79.35,1302,10.79,1189,9.86,12064
97,1999,7,Maharashtra,Raigad,13649,69.04,3117,15.77,3003,15.19,19769
97,2000,7,Maharashtra,Raigad,11313,73.72,2536,16.53,1497,9.75,15346
97,2001,7,Maharashtra,Raigad,11562,76.06,2580,16.97,1059,6.97,15201
97,2002,7,Maharashtra,Raigad,11308,79.93,2162,15.28,677,4.79,14147
97,2003,7,Maharashtra,Raigad,10961,86.08,821,6.45,952,7.48,12734
97,2004,7,Maharashtra,Raigad,11600,86.97,1017,7.62,721,5.41,13338
97,2005,7,Maharashtra,Raigad,11097,86.14,1081,8.39,704,5.46,12882
97,2006,7,Maharashtra,Raigad,12789,86.01,1281,8.62,799,5.37,14869
97,2007,7,Maharashtra,Raigad,13250,79.68,1898,11.41,1480,8.9,16628
97,2008,7,Maharashtra,Raigad,11350,76.64,2464,16.64,996,6.73,14810
97,2009,7,Maharashtra,Raigad,11986,71.79,1638,9.81,3073,18.4,16697
97,2010,7,Maharashtra,Raigad,11713,72.76,2692,16.72,1694,10.52,16099
97,2011,7,Maharashtra,Raigad,11554,84.4,1305,9.53,830,6.06,13689
97,2012,7,Maharashtra,Raigad,11443,79.66,1905,13.26,1017,7.08,14365
97,2013,7,Maharashtra,Raigad,11299,71.17,2952,18.6,1624,10.23,15875
97,2014,7,Maharashtra,Raigad,13595,80.9,1817,10.81,1392,8.28,16804
97,2015,7,Maharashtra,Raigad,12719,78.9,1989,12.34,1412,8.76,16120
97,2016,7,Maharashtra,Raigad,10918,72.77,2457,16.38,1629,10.86,15004
97,2017,7,Maharashtra,Raigad,8955,78.49,1235,10.82,1219,10.68,11409
98,1988,7,Maharashtra,Ratnagiri,7618,63.86,2634,22.08,1678,14.07,11930
98,1999,7,Maharashtra,Ratnagiri,11565,67.07,3069,17.8,2608,15.13,17242
98,2000,7,Maharashtra,Ratnagiri,12181,74.76,2310,14.18,1802,11.06,16293
98,2001,7,Maharashtra,Ratnagiri,12623,76.34,2287,13.83,1626,9.83,16536
98,2002,7,Maharashtra,Ratnagiri,10863,71.02,2397,15.67,2036,13.31,15296
98,2003,7,Maharashtra,Ratnagiri,10009,72.82,2088,15.19,1648,11.99,13745
98,2004,7,Maharashtra,Ratnagiri,10635,69.48,2527,16.51,2144,14.01,15306
98,2005,7,Maharashtra,Ratnagiri,11451,68.53,2763,16.54,2496,14.94,16710
98,2006,7,Maharashtra,Ratnagiri,13344,66.36,3725,18.52,3041,15.12,20110
98,2007,7,Maharashtra,Ratnagiri,15426,68.03,3601,15.88,3649,16.09,22676
98,2008,7,Maharashtra,Ratnagiri,10343,61.66,3569,21.28,2861,17.06,16773
98,2009,7,Maharashtra,Ratnagiri,11103,59.52,4974,26.67,2576,13.81,18653
98,2010,7,Maharashtra,Ratnagiri,16933,60.49,7086,25.31,3974,14.2,27993
98,2011,7,Maharashtra,Ratnagiri,11141,64.84,4176,24.3,1865,10.85,17182
98,2012,7,Maharashtra,Ratnagiri,10795,69.69,2663,17.19,2032,13.12,15490
98,2013,7,Maharashtra,Ratnagiri,10968,71.94,2402,15.75,1877,12.31,15247
98,2014,7,Maharashtra,Ratnagiri,11034,68.81,2706,16.87,2296,14.32,16036
98,2015,7,Maharashtra,Ratnagiri,13365,65.1,4214,20.53,2951,14.37,20530
98,2016,7,Maharashtra,Ratnagiri,10736,62.3,3764,21.84,2732,15.85,17233
98,2017,7,Maharashtra,Ratnagiri,11045,66.09,3303,19.76,2364,14.15,16712
99,1988,7,Maharashtra,Nasik,32811,67.23,11133,22.81,4859,9.96,48803
99,1999,7,Maharashtra,Nasik,73403,63.11,34520,29.68,8378,7.2,116301
99,2000,7,Maharashtra,Nasik,59747,59.92,28956,29.04,11009,11.04,99712
99,2001,7,Maharashtra,Nasik,59156,59.68,29001,29.26,10962,11.06,99119
99,2002,7,Maharashtra,Nasik,56877,58.41,30548,31.37,9945,10.21,97370
99,2003,7,Maharashtra,Nasik,61209,58.57,33346,31.91,9951,9.52,104506
99,2004,7,Maharashtra,Nasik,67825,55.15,42068,34.2,13097,10.65,122990
99,2005,7,Maharashtra,Nasik,67329,55.76,37760,31.27,15650,12.96,120739
99,2006,7,Maharashtra,Nasik,76220,56.07,42278,31.1,17446,12.83,135944
99,2007,7,Maharashtra,Nasik,76752,56.03,38708,28.26,21533,15.72,136993
99,2008,7,Maharashtra,Nasik,85549,53.65,52105,32.68,21793,13.67,159447
99,2009,7,Maharashtra,Nasik,91858,53.59,53508,31.22,26049,15.2,171415
99,2010,7,Maharashtra,Nasik,94346,51.59,62596,34.23,25946,14.19,182888
99,2011,7,Maharashtra,Nasik,86145,52.72,59335,36.31,17918,10.97,163398
99,2012,7,Maharashtra,Nasik,77097,57.12,39087,28.96,18791,13.92,134975
99,2013,7,Maharashtra,Nasik,91831,55.55,51200,30.97,22270,13.47,165301
99,2014,7,Maharashtra,Nasik,89524,54.85,47561,29.14,26118,16,163203
99,2015,7,Maharashtra,Nasik,80910,52.01,50438,32.42,24208,15.56,155556
99,2016,7,Maharashtra,Nasik,90911,55.65,49507,30.3,22951,14.05,163369
99,2017,7,Maharashtra,Nasik,99979,50.42,64106,32.33,34212,17.25,198297
100,1988,7,Maharashtra,Dhule,30902,60.25,12143,23.67,8248,16.08,51293
100,1999,7,Maharashtra,Dhule,54200,68.83,16780,21.31,7766,9.86,78746
100,2000,7,Maharashtra,Dhule,34928,67.34,9555,18.42,7382,14.23,51865
100,2001,7,Maharashtra,Dhule,39820,68.31,11045,18.95,7427,12.74,58292
100,2002,7,Maharashtra,Dhule,49817,72.31,11750,17.06,7325,10.63,68892
100,2003,7,Maharashtra,Dhule,49552,69.91,13629,19.23,7699,10.86,70880
100,2004,7,Maharashtra,Dhule,51979,70.27,14766,19.96,7222,9.76,73967
100,2005,7,Maharashtra,Dhule,52970,66.52,16878,21.2,9783,12.29,79631
100,2006,7,Maharashtra,Dhule,60716,66.15,19990,21.78,11073,12.06,91779
100,2007,7,Maharashtra,Dhule,71213,67.44,19852,18.8,14529,13.76,105594
100,2008,7,Maharashtra,Dhule,67765,61.71,24739,22.53,17312,15.76,109816
100,2009,7,Maharashtra,Dhule,72245,59.34,28162,23.13,21342,17.53,121749
100,2010,7,Maharashtra,Dhule,73084,54.52,35460,26.45,25498,19.02,134042
100,2011,7,Maharashtra,Dhule,69184,60.82,29917,26.3,14647,12.88,113748
100,2012,7,Maharashtra,Dhule,72072,62.15,24557,21.18,19332,16.67,115961
100,2013,7,Maharashtra,Dhule,79135,63.17,25474,20.33,20672,16.5,125281
100,2014,7,Maharashtra,Dhule,77496,60.66,26030,20.38,24221,18.96,127747
100,2015,7,Maharashtra,Dhule,78449,57.02,31022,22.55,28109,20.43,137580
100,2016,7,Maharashtra,Dhule,74356,59.84,27165,21.86,22744,18.3,124266
100,2017,7,Maharashtra,Dhule,74311,55.92,30280,22.79,28300,21.3,132891
101,1988,7,Maharashtra,Jalgaon,41928,61.25,17411,25.43,9118,13.32,68457
101,1999,7,Maharashtra,Jalgaon,83502,55.23,44328,29.32,23355,15.45,151185
101,2000,7,Maharashtra,Jalgaon,69628,55.1,29096,23.03,27641,21.87,126365
101,2001,7,Maharashtra,Jalgaon,62549,54.44,25088,21.84,27252,23.72,114889
101,2002,7,Maharashtra,Jalgaon,70487,58.51,28818,23.92,21175,17.58,120480
101,2003,7,Maharashtra,Jalgaon,70340,56.59,27599,22.2,26368,21.21,124307
101,2004,7,Maharashtra,Jalgaon,71173,49.87,39264,27.51,32278,22.62,142715
101,2005,7,Maharashtra,Jalgaon,69918,48.92,37005,25.89,36001,25.19,142924
101,2006,7,Maharashtra,Jalgaon,80208,48.1,45070,27.03,41484,24.88,166762
101,2007,7,Maharashtra,Jalgaon,94338,47.98,48087,24.46,54208,27.57,196633
101,2008,7,Maharashtra,Jalgaon,110747,49.52,53760,24.04,59126,26.44,223633
101,2009,7,Maharashtra,Jalgaon,123342,49.21,65137,25.99,62156,24.8,250635
101,2010,7,Maharashtra,Jalgaon,138877,44.79,81355,26.24,89841,28.97,310073
101,2011,7,Maharashtra,Jalgaon,102150,51.59,52511,26.52,43330,21.88,197991
101,2012,7,Maharashtra,Jalgaon,93536,52.89,37787,21.37,45512,25.74,176835
101,2013,7,Maharashtra,Jalgaon,113324,54.28,42771,20.49,52694,25.24,208789
101,2014,7,Maharashtra,Jalgaon,118632,52.3,45624,20.11,62580,27.59,226836
101,2015,7,Maharashtra,Jalgaon,99625,48.34,46836,22.72,59641,28.94,206102
101,2016,7,Maharashtra,Jalgaon,106946,50.34,45941,21.62,59564,28.04,212451
101,2017,7,Maharashtra,Jalgaon,96772,44.26,47696,21.82,74158,33.92,218626
102,1988,7,Maharashtra,Ahmednagar,38559,65.39,12464,21.14,7945,13.47,58968
102,1999,7,Maharashtra,Ahmednagar,80255,57.25,41414,29.54,18526,13.21,140195
102,2000,7,Maharashtra,Ahmednagar,61860,57.53,29384,27.33,16277,15.14,107521
102,2001,7,Maharashtra,Ahmednagar,70542,57.22,33689,27.33,19054,15.46,123285
102,2002,7,Maharashtra,Ahmednagar,59870,55.78,29667,27.64,17787,16.57,107324
102,2003,7,Maharashtra,Ahmednagar,42248,53.11,23434,29.46,13873,17.44,79555
102,2004,7,Maharashtra,Ahmednagar,69550,55.41,35446,28.24,20533,16.36,125529
102,2005,7,Maharashtra,Ahmednagar,79537,52.66,42624,28.22,28889,19.13,151050
102,2006,7,Maharashtra,Ahmednagar,89816,52.83,47660,28.03,32541,19.14,170017
102,2007,7,Maharashtra,Ahmednagar,82187,51.09,44321,27.55,34346,21.35,160854
102,2008,7,Maharashtra,Ahmednagar,84639,50.69,52336,31.34,29996,17.96,166971
102,2009,7,Maharashtra,Ahmednagar,94643,46.37,68845,33.73,40595,19.89,204083
102,2010,7,Maharashtra,Ahmednagar,99902,44.57,72618,32.4,51638,23.04,224158
102,2011,7,Maharashtra,Ahmednagar,97444,52.82,63090,34.2,23934,12.97,184468
102,2012,7,Maharashtra,Ahmednagar,75370,53.19,41861,29.54,24459,17.26,141690
102,2013,7,Maharashtra,Ahmednagar,96741,52.6,55264,30.05,31912,17.35,183917
102,2014,7,Maharashtra,Ahmednagar,88315,51.07,48178,27.86,36445,21.07,172938
102,2015,7,Maharashtra,Ahmednagar,70260,48.14,48196,33.02,27499,18.84,145955
102,2016,7,Maharashtra,Ahmednagar,99006,53.52,54440,29.43,31525,17.04,184972
102,2017,7,Maharashtra,Ahmednagar,105164,49.3,66273,31.07,41883,19.63,213320
103,1988,7,Maharashtra,Pune,38530,61.67,13868,22.2,10082,16.14,62480
103,1999,7,Maharashtra,Pune,64419,61.85,27955,26.84,11784,11.31,104158
103,2000,7,Maharashtra,Pune,53890,57.99,24369,26.22,14665,15.78,92924
103,2001,7,Maharashtra,Pune,55590,56.38,27548,27.94,15457,15.68,98595
103,2002,7,Maharashtra,Pune,56727,56.56,28332,28.25,15228,15.18,100287
103,2003,7,Maharashtra,Pune,45945,57.47,22826,28.55,11171,13.97,79942
103,2004,7,Maharashtra,Pune,64676,58.49,29903,27.05,15988,14.46,110567
103,2005,7,Maharashtra,Pune,66482,53.76,34693,28.05,22495,18.19,123670
103,2006,7,Maharashtra,Pune,75161,53.98,38958,27.98,25107,18.03,139226
103,2007,7,Maharashtra,Pune,75211,53.28,36560,25.9,29380,20.81,141151
103,2008,7,Maharashtra,Pune,84030,52.51,45569,28.48,30423,19.01,160022
103,2009,7,Maharashtra,Pune,96341,47.3,63007,30.94,44318,21.76,203666
103,2010,7,Maharashtra,Pune,99667,48.04,63938,30.82,43864,21.14,207469
103,2011,7,Maharashtra,Pune,102441,52.78,64841,33.41,26815,13.82,194097
103,2012,7,Maharashtra,Pune,82459,56.77,38374,26.42,24412,16.81,145245
103,2013,7,Maharashtra,Pune,100054,54.3,49921,27.09,34284,18.61,184259
103,2014,7,Maharashtra,Pune,89233,53.57,43262,25.97,34088,20.46,166583
103,2015,7,Maharashtra,Pune,84722,52.59,48008,29.8,28373,17.61,161103
103,2016,7,Maharashtra,Pune,95343,57.13,42116,25.24,29422,17.63,166881
103,2017,7,Maharashtra,Pune,97238,54.03,48290,26.83,34456,19.14,179984
104,1988,7,Maharashtra,Satara,31041,58.52,13698,25.83,8301,15.65,53040
104,1999,7,Maharashtra,Satara,41377,57.32,19529,27.05,11282,15.63,72188
104,2000,7,Maharashtra,Satara,34842,57.87,13639,22.65,11724,19.47,60205
104,2001,7,Maharashtra,Satara,40101,59.01,15556,22.89,12301,18.1,67958
104,2002,7,Maharashtra,Satara,32681,55.98,14650,25.09,11052,18.93,58383
104,2003,7,Maharashtra,Satara,22314,60.23,8948,24.15,5784,15.61,37046
104,2004,7,Maharashtra,Satara,36534,58.92,15327,24.72,10141,16.36,62002
104,2005,7,Maharashtra,Satara,40498,54.62,18863,25.44,14780,19.93,74141
104,2006,7,Maharashtra,Satara,45839,54.59,21524,25.63,16606,19.78,83969
104,2007,7,Maharashtra,Satara,44015,54.01,19779,24.27,17700,21.72,81494
104,2008,7,Maharashtra,Satara,62449,47.25,36351,27.5,33364,25.24,132164
104,2009,7,Maharashtra,Satara,57162,51.49,32013,28.84,21845,19.68,111020
104,2010,7,Maharashtra,Satara,50079,46.22,33493,30.91,24774,22.87,108346
104,2011,7,Maharashtra,Satara,56490,54.98,30348,29.54,15908,15.48,102746
104,2012,7,Maharashtra,Satara,44251,55.29,20289,25.35,15488,19.35,80028
104,2013,7,Maharashtra,Satara,47096,53.21,23320,26.35,18094,20.44,88510
104,2014,7,Maharashtra,Satara,49866,53.15,23562,25.11,20397,21.74,93825
104,2015,7,Maharashtra,Satara,45083,53.58,23015,27.35,16037,19.06,84135
104,2016,7,Maharashtra,Satara,51391,54.99,24347,26.05,17716,18.96,93454
104,2017,7,Maharashtra,Satara,49264,51.86,25804,27.16,19926,20.98,94994
105,1988,7,Maharashtra,Sangli,18250,49.42,9046,24.5,9629,26.08,36925
105,1999,7,Maharashtra,Sangli,49374,54.6,23034,25.47,18021,19.93,90429
105,2000,7,Maharashtra,Sangli,37495,51.85,18170,25.13,16644,23.02,72309
105,2001,7,Maharashtra,Sangli,41014,50.14,19138,23.4,21647,26.46,81799
105,2002,7,Maharashtra,Sangli,30602,48.09,16411,25.79,16623,26.12,63636
105,2003,7,Maharashtra,Sangli,24938,49.81,11271,22.51,13861,27.68,50070
105,2004,7,Maharashtra,Sangli,44976,49.58,23570,25.98,22167,24.44,90713
105,2005,7,Maharashtra,Sangli,48034,46.39,25326,24.46,30192,29.16,103552
105,2006,7,Maharashtra,Sangli,54285,46.74,28115,24.21,33739,29.05,116139
105,2007,7,Maharashtra,Sangli,56764,43.42,34149,26.12,39832,30.47,130745
105,2008,7,Maharashtra,Sangli,71037,51.17,33141,23.87,34657,24.96,138835
105,2009,7,Maharashtra,Sangli,81036,49.04,48323,29.25,35869,21.71,165228
105,2010,7,Maharashtra,Sangli,74746,48.34,47620,30.8,32254,20.86,154620
105,2011,7,Maharashtra,Sangli,67787,51.39,41094,31.15,23033,17.46,131914
105,2012,7,Maharashtra,Sangli,58363,53.8,27974,25.79,22142,20.41,108479
105,2013,7,Maharashtra,Sangli,60819,54.76,27834,25.06,22403,20.17,111056
105,2014,7,Maharashtra,Sangli,56600,53.36,24195,22.81,25272,23.83,106067
105,2015,7,Maharashtra,Sangli,47004,50.08,26692,28.44,20165,21.48,93861
105,2016,7,Maharashtra,Sangli,55707,50.27,29303,26.44,25810,23.29,110821
105,2017,7,Maharashtra,Sangli,54620,50.93,27950,26.06,24678,23.01,107248
106,1988,7,Maharashtra,Solapur,28065,59.9,11381,24.29,7407,15.81,46853
106,1999,7,Maharashtra,Solapur,60272,58.14,30389,29.31,13006,12.55,103667
106,2000,7,Maharashtra,Solapur,51219,57.42,22057,24.73,15918,17.85,89194
106,2001,7,Maharashtra,Solapur,55199,58.75,23522,25.03,15237,16.22,93958
106,2002,7,Maharashtra,Solapur,50418,58.32,22440,25.96,13591,15.72,86449
106,2003,7,Maharashtra,Solapur,25024,61.21,10495,25.67,5362,13.12,40881
106,2004,7,Maharashtra,Solapur,57035,58.54,26295,26.99,14092,14.46,97422
106,2005,7,Maharashtra,Solapur,55164,53.11,28298,27.24,20410,19.65,103872
106,2006,7,Maharashtra,Solapur,62314,53.72,31173,26.87,22517,19.41,116004
106,2007,7,Maharashtra,Solapur,63586,52.7,32365,26.83,24695,20.47,120646
106,2008,7,Maharashtra,Solapur,77547,51.11,41589,27.41,32594,21.48,151730
106,2009,7,Maharashtra,Solapur,100959,45.14,73576,32.9,49110,21.96,223645
106,2010,7,Maharashtra,Solapur,96340,42.66,76135,33.71,53373,23.63,225848
106,2011,7,Maharashtra,Solapur,110117,51.8,66251,31.16,36222,17.04,212590
106,2012,7,Maharashtra,Solapur,72113,52.8,36610,26.81,27842,20.39,136565
106,2013,7,Maharashtra,Solapur,103522,54.56,50253,26.48,35972,18.96,189747
106,2014,7,Maharashtra,Solapur,87922,55.2,38181,23.97,33187,20.83,159290
106,2015,7,Maharashtra,Solapur,61305,54.32,29577,26.21,21982,19.48,112864
106,2016,7,Maharashtra,Solapur,87706,58.46,36274,24.18,26049,17.36,150029
106,2017,7,Maharashtra,Solapur,101756,53.74,49267,26.02,38343,20.25,189366
107,1988,7,Maharashtra,Kolhapur,32460,55.13,12494,21.22,13929,23.66,58883
107,1999,7,Maharashtra,Kolhapur,58060,49.34,29883,25.39,29730,25.26,117673
107,2000,7,Maharashtra,Kolhapur,53203,56.13,21143,22.3,20447,21.57,94793
107,2001,7,Maharashtra,Kolhapur,51026,55.38,21731,23.59,19377,21.03,92134
107,2002,7,Maharashtra,Kolhapur,50018,60.77,15888,19.3,16404,19.93,82310
107,2003,7,Maharashtra,Kolhapur,43993,56.33,17641,22.59,16461,21.08,78095
107,2004,7,Maharashtra,Kolhapur,51333,54.22,22783,24.07,20551,21.71,94667
107,2005,7,Maharashtra,Kolhapur,54086,52.5,24003,23.3,24929,24.2,103018
107,2006,7,Maharashtra,Kolhapur,61474,52.33,27809,23.67,28184,23.99,117467
107,2007,7,Maharashtra,Kolhapur,63657,51.04,31709,25.42,29352,23.53,124718
107,2008,7,Maharashtra,Kolhapur,42606,51.56,22690,27.46,17343,20.99,82639
107,2009,7,Maharashtra,Kolhapur,69702,47.36,42920,29.16,34558,23.48,147180
107,2010,7,Maharashtra,Kolhapur,65271,46.43,39649,28.2,35657,25.36,140577
107,2011,7,Maharashtra,Kolhapur,68139,52.21,37177,28.49,25191,19.3,130507
107,2012,7,Maharashtra,Kolhapur,71049,55.72,29658,23.26,26804,21.02,127511
107,2013,7,Maharashtra,Kolhapur,65996,57.17,24460,21.19,24992,21.65,115448
107,2014,7,Maharashtra,Kolhapur,78964,54.69,33235,23.02,32194,22.3,144393
107,2015,7,Maharashtra,Kolhapur,68301,55.29,30649,24.81,24587,19.9,123537
107,2016,7,Maharashtra,Kolhapur,78612,53.31,36007,24.42,32856,22.28,147475
107,2017,7,Maharashtra,Kolhapur,70996,53.54,31024,23.4,30580,23.06,132600
108,1988,7,Maharashtra,Aurangabad,30937,63.04,13412,27.33,4726,9.63,49075
108,1999,7,Maharashtra,Aurangabad,81969,63.26,40065,30.92,7539,5.82,129573
108,2000,7,Maharashtra,Aurangabad,73829,60.68,34777,28.58,13064,10.74,121670
108,2001,7,Maharashtra,Aurangabad,73300,60.15,34557,28.36,14011,11.5,121868
108,2002,7,Maharashtra,Aurangabad,78182,59.52,37897,28.85,15283,11.63,131362
108,2003,7,Maharashtra,Aurangabad,76112,66.17,32236,28.02,6681,5.81,115029
108,2004,7,Maharashtra,Aurangabad,75164,51.83,44265,30.52,25596,17.65,145025
108,2005,7,Maharashtra,Aurangabad,91557,53.66,49031,28.74,30024,17.6,170612
108,2006,7,Maharashtra,Aurangabad,104601,53.77,56325,28.96,33599,17.27,194525
108,2007,7,Maharashtra,Aurangabad,107943,57.17,49374,26.15,31488,16.68,188805
108,2008,7,Maharashtra,Aurangabad,125383,50.88,69443,28.18,51593,20.94,246419
108,2009,7,Maharashtra,Aurangabad,130650,43.21,108103,35.75,63591,21.03,302344
108,2010,7,Maharashtra,Aurangabad,173625,48.58,114258,31.97,69553,19.46,357436
108,2011,7,Maharashtra,Aurangabad,156663,53.43,103209,35.2,33313,11.36,293185
108,2012,7,Maharashtra,Aurangabad,108974,56.08,56360,29,28999,14.92,194333
108,2013,7,Maharashtra,Aurangabad,157184,60.34,70473,27.05,32842,12.61,260499
108,2014,7,Maharashtra,Aurangabad,137589,57,63421,26.27,40368,16.72,241378
108,2015,7,Maharashtra,Aurangabad,149889,56.13,79736,29.86,37415,14.01,267040
108,2016,7,Maharashtra,Aurangabad,152914,55.05,81144,29.21,43731,15.74,277789
